Sexo,Comunidades y Ciudades Autónomas,Edad,Periodo,Total,Total2
Mujeres,Castilla y León,Total,2007T3,9,73
Mujeres,Castilla y León,Total,2007T2,11,6
Mujeres,Castilla y León,Total,2007T1,10,93
Mujeres,Castilla y León,Total,2006T4,11,48
Mujeres,Castilla y León,Total,2006T3,11,26
Mujeres,Castilla y León,Total,2006T2,12,59
Mujeres,Castilla y León,Total,2006T1,13,80
Mujeres,Castilla y León,Total,2005T4,12,61
Mujeres,Castilla y León,Total,2005T3,11,70
Mujeres,Castilla y León,Total,2005T2,13,58
Mujeres,Castilla y León,Total,2005T1,16,11
Mujeres,Castilla y León,Total,2004T4,16,63
Mujeres,Castilla y León,Total,2004T3,15,19
Mujeres,Castilla y León,Total,2004T2,17,21
Mujeres,Castilla y León,Total,2004T1,18,29
Mujeres,Castilla y León,Total,2003T4,17,89
Mujeres,Castilla y León,Total,2003T3,17,40
Mujeres,Castilla y León,Total,2003T2,18,62
Mujeres,Castilla y León,Total,2003T1,18,2
Mujeres,Castilla y León,Total,2002T4,16,5
Mujeres,Castilla y León,Total,2002T3,15,96
Mujeres,Castilla y León,Total,2002T2,17,33
Mujeres,Castilla y León,Total,2002T1,17,7
Mujeres,Castilla y León,Menores de 25 años,2023T4,35,7
Mujeres,Castilla y León,Menores de 25 años,2023T3,23,16
Mujeres,Castilla y León,Menores de 25 años,2023T2,25,7
Mujeres,Castilla y León,Menores de 25 años,2023T1,34,7
Mujeres,Castilla y León,Menores de 25 años,2022T4,18,27
Mujeres,Castilla y León,Menores de 25 años,2022T3,22,38
Mujeres,Castilla y León,Menores de 25 años,2022T2,33,61
Mujeres,Castilla y León,Menores de 25 años,2022T1,31,12
Mujeres,Castilla y León,Menores de 25 años,2021T4,26,54
Mujeres,Castilla y León,Menores de 25 años,2021T3,27,8
Mujeres,Castilla y León,Menores de 25 años,2021T2,34,87
Mujeres,Castilla y León,Menores de 25 años,2021T1,37,45
Mujeres,Castilla y León,Menores de 25 años,2020T4,33,21
Mujeres,Castilla y León,Menores de 25 años,2020T3,43,23
Mujeres,Castilla y León,Menores de 25 años,2020T2,41,94
Mujeres,Castilla y León,Menores de 25 años,2020T1,32,34
Mujeres,Castilla y León,Menores de 25 años,2019T4,29,95
Mujeres,Castilla y León,Menores de 25 años,2019T3,29,1
Mujeres,Castilla y León,Menores de 25 años,2019T2,40,6
Mujeres,Castilla y León,Menores de 25 años,2019T1,33,64
Mujeres,Castilla y León,Menores de 25 años,2018T4,25,82
Mujeres,Castilla y León,Menores de 25 años,2018T3,26,10
Mujeres,Castilla y León,Menores de 25 años,2018T2,25,52
Mujeres,Castilla y León,Menores de 25 años,2018T1,31,3
Mujeres,Castilla y León,Menores de 25 años,2017T4,31,33
Mujeres,Castilla y León,Menores de 25 años,2017T3,34,4
Mujeres,Castilla y León,Menores de 25 años,2017T2,37,30
Mujeres,Castilla y León,Menores de 25 años,2017T1,32,51
Mujeres,Castilla y León,Menores de 25 años,2016T4,31,84
Mujeres,Castilla y León,Menores de 25 años,2016T3,42,43
Mujeres,Castilla y León,Menores de 25 años,2016T2,48,29
Mujeres,Castilla y León,Menores de 25 años,2016T1,52,47
Mujeres,Castilla y León,Menores de 25 años,2015T4,49,12
Mujeres,Castilla y León,Menores de 25 años,2015T3,49,8
Mujeres,Castilla y León,Menores de 25 años,2015T2,56,71
Mujeres,Castilla y León,Menores de 25 años,2015T1,56,48
Mujeres,Castilla y León,Menores de 25 años,2014T4,58,66
Mujeres,Castilla y León,Menores de 25 años,2014T3,52,37
Mujeres,Castilla y León,Menores de 25 años,2014T2,50,44
Mujeres,Castilla y León,Menores de 25 años,2014T1,52,76
Mujeres,Castilla y León,Menores de 25 años,2013T4,50,16
Mujeres,Castilla y León,Menores de 25 años,2013T3,56,28
Mujeres,Castilla y León,Menores de 25 años,2013T2,51,16
Mujeres,Castilla y León,Menores de 25 años,2013T1,46,65
Mujeres,Castilla y León,Menores de 25 años,2012T4,47,67
Mujeres,Castilla y León,Menores de 25 años,2012T3,53,77
Mujeres,Castilla y León,Menores de 25 años,2012T2,52,85
Mujeres,Castilla y León,Menores de 25 años,2012T1,50,16
Mujeres,Castilla y León,Menores de 25 años,2011T4,41,11
Mujeres,Castilla y León,Menores de 25 años,2011T3,35,73
Mujeres,Castilla y León,Menores de 25 años,2011T2,32,96
Mujeres,Castilla y León,Menores de 25 años,2011T1,41,5
Mujeres,Castilla y León,Menores de 25 años,2010T4,33,9
Mujeres,Castilla y León,Menores de 25 años,2010T3,31,70
Mujeres,Castilla y León,Menores de 25 años,2010T2,41,93
Mujeres,Castilla y León,Menores de 25 años,2010T1,32,95
Mujeres,Castilla y León,Menores de 25 años,2009T4,37,52
Mujeres,Castilla y León,Menores de 25 años,2009T3,36,5
Mujeres,Castilla y León,Menores de 25 años,2009T2,37,63
Mujeres,Castilla y León,Menores de 25 años,2009T1,35,80
Mujeres,Castilla y León,Menores de 25 años,2008T4,33,2
Mujeres,Castilla y León,Menores de 25 años,2008T3,26,84
Mujeres,Castilla y León,Menores de 25 años,2008T2,31,38
Mujeres,Castilla y León,Menores de 25 años,2008T1,24,58
Mujeres,Castilla y León,Menores de 25 años,2007T4,25,36
Mujeres,Castilla y León,Menores de 25 años,2007T3,17,17
Mujeres,Castilla y León,Menores de 25 años,2007T2,22,35
Mujeres,Castilla y León,Menores de 25 años,2007T1,21,35
Mujeres,Castilla y León,Menores de 25 años,2006T4,23,83
Mujeres,Castilla y León,Menores de 25 años,2006T3,22,17
Mujeres,Castilla y León,Menores de 25 años,2006T2,24,85
Mujeres,Castilla y León,Menores de 25 años,2006T1,19,41
Mujeres,Castilla y León,Menores de 25 años,2005T4,24,90
Mujeres,Castilla y León,Menores de 25 años,2005T3,19,74
Mujeres,Castilla y León,Menores de 25 años,2005T2,26,68
Mujeres,Castilla y León,Menores de 25 años,2005T1,32,29
Mujeres,Castilla y León,Menores de 25 años,2004T4,29,90
Mujeres,Castilla y León,Menores de 25 años,2004T3,26,49
Mujeres,Castilla y León,Menores de 25 años,2004T2,31,52
Mujeres,Castilla y León,Menores de 25 años,2004T1,36,73
Mujeres,Castilla y León,Menores de 25 años,2003T4,33,18
Mujeres,Castilla y León,Menores de 25 años,2003T3,30,99
Mujeres,Castilla y León,Menores de 25 años,2003T2,38,85
Mujeres,Castilla y León,Menores de 25 años,2003T1,38,42
Mujeres,Castilla y León,Menores de 25 años,2002T4,34,11
Mujeres,Castilla y León,Menores de 25 años,2002T3,34,77
Mujeres,Castilla y León,Menores de 25 años,2002T2,36,54
Mujeres,Castilla y León,Menores de 25 años,2002T1,35,56
Mujeres,Castilla y León,25 y más años,2023T4,10,40
Mujeres,Castilla y León,25 y más años,2023T3,10,35
Mujeres,Castilla y León,25 y más años,2023T2,9,66
Mujeres,Castilla y León,25 y más años,2023T1,11,36
Mujeres,Castilla y León,25 y más años,2022T4,9,62
Mujeres,Castilla y León,25 y más años,2022T3,10,15
Mujeres,Castilla y León,25 y más años,2022T2,10,18
Mujeres,Castilla y León,25 y más años,2022T1,11,97
Mujeres,Castilla y León,25 y más años,2021T4,11,23
Mujeres,Castilla y León,25 y más años,2021T3,11,94
Mujeres,Castilla y León,25 y más años,2021T2,14,24
Mujeres,Castilla y León,25 y más años,2021T1,13,70
Mujeres,Castilla y León,25 y más años,2020T4,13,32
Mujeres,Castilla y León,25 y más años,2020T3,12,63
Mujeres,Castilla y León,25 y más años,2020T2,11,83
Mujeres,Castilla y León,25 y más años,2020T1,12,1
Mujeres,Castilla y León,25 y más años,2019T4,12,6
Mujeres,Castilla y León,25 y más años,2019T3,12,0
Mujeres,Castilla y León,25 y más años,2019T2,12,47
Mujeres,Castilla y León,25 y más años,2019T1,13,52
Mujeres,Castilla y León,25 y más años,2018T4,12,26
Mujeres,Castilla y León,25 y más años,2018T3,12,5
Mujeres,Castilla y León,25 y más años,2018T2,13,83
Mujeres,Castilla y León,25 y más años,2018T1,15,89
Mujeres,Castilla y León,25 y más años,2017T4,15,88
Mujeres,Castilla y León,25 y más años,2017T3,15,14
Mujeres,Castilla y León,25 y más años,2017T2,15,45
Mujeres,Castilla y León,25 y más años,2017T1,16,14
Mujeres,Castilla y León,25 y más años,2016T4,15,86
Mujeres,Castilla y León,25 y más años,2016T3,15,6
Mujeres,Castilla y León,25 y más años,2016T2,16,42
Mujeres,Castilla y León,25 y más años,2016T1,18,31
Mujeres,Castilla y León,25 y más años,2015T4,19,13
Mujeres,Castilla y León,25 y más años,2015T3,17,20
Mujeres,Castilla y León,25 y más años,2015T2,19,45
Mujeres,Castilla y León,25 y más años,2015T1,21,18
Mujeres,Castilla y León,25 y más años,2014T4,20,69
Mujeres,Castilla y León,25 y más años,2014T3,20,13
Mujeres,Castilla y León,25 y más años,2014T2,20,99
Mujeres,Castilla y León,25 y más años,2014T1,22,4
Mujeres,Castilla y León,25 y más años,2013T4,21,98
Mujeres,Castilla y León,25 y más años,2013T3,21,50
Mujeres,Castilla y León,25 y más años,2013T2,21,82
Mujeres,Castilla y León,25 y más años,2013T1,22,57
Mujeres,Castilla y León,25 y más años,2012T4,20,99
Mujeres,Castilla y León,25 y más años,2012T3,19,76
Mujeres,Castilla y León,25 y más años,2012T2,19,89
Mujeres,Castilla y León,25 y más años,2012T1,19,19
Mujeres,Castilla y León,25 y más años,2011T4,17,23
Mujeres,Castilla y León,25 y más años,2011T3,15,85
Mujeres,Castilla y León,25 y más años,2011T2,16,57
Mujeres,Castilla y León,25 y más años,2011T1,17,41
Mujeres,Castilla y León,25 y más años,2010T4,16,6
Mujeres,Castilla y León,25 y más años,2010T3,16,12
Mujeres,Castilla y León,25 y más años,2010T2,17,29
Mujeres,Castilla y León,25 y más años,2010T1,15,90
Mujeres,Castilla y León,25 y más años,2009T4,14,66
Mujeres,Castilla y León,25 y más años,2009T3,14,22
Mujeres,Castilla y León,25 y más años,2009T2,14,54
Mujeres,Castilla y León,25 y más años,2009T1,14,90
Mujeres,Castilla y León,25 y más años,2008T4,12,85
Mujeres,Castilla y León,25 y más años,2008T3,11,8
Mujeres,Castilla y León,25 y más años,2008T2,11,89
Mujeres,Castilla y León,25 y más años,2008T1,11,16
Mujeres,Castilla y León,25 y más años,2007T4,8,66
Mujeres,Castilla y León,25 y más años,2007T3,8,87
Mujeres,Castilla y León,25 y más años,2007T2,9,96
Mujeres,Castilla y León,25 y más años,2007T1,9,88
Mujeres,Castilla y León,25 y más años,2006T4,10,13
Mujeres,Castilla y León,25 y más años,2006T3,9,87
Mujeres,Castilla y León,25 y más años,2006T2,11,20
Mujeres,Castilla y León,25 y más años,2006T1,13,20
Mujeres,Castilla y León,25 y más años,2005T4,11,14
Mujeres,Castilla y León,25 y más años,2005T3,10,58
Mujeres,Castilla y León,25 y más años,2005T2,11,96
Mujeres,Castilla y León,25 y más años,2005T1,13,92
Mujeres,Castilla y León,25 y más años,2004T4,15,7
Mujeres,Castilla y León,25 y más años,2004T3,13,75
Mujeres,Castilla y León,25 y más años,2004T2,15,52
Mujeres,Castilla y León,25 y más años,2004T1,16,13
Mujeres,Castilla y León,25 y más años,2003T4,16,9
Mujeres,Castilla y León,25 y más años,2003T3,15,73
Mujeres,Castilla y León,25 y más años,2003T2,16,24
Mujeres,Castilla y León,25 y más años,2003T1,15,47
Mujeres,Castilla y León,25 y más años,2002T4,13,71
Mujeres,Castilla y León,25 y más años,2002T3,13,36
Mujeres,Castilla y León,25 y más años,2002T2,14,80
Mujeres,Castilla y León,25 y más años,2002T1,14,63
Mujeres,Castilla y León,De 16 a 19 años,2023T4,37,30
Mujeres,Castilla y León,De 16 a 19 años,2023T3,36,82
Mujeres,Castilla y León,De 16 a 19 años,2023T2,18,26
Mujeres,Castilla y León,De 16 a 19 años,2023T1,44,62
Mujeres,Castilla y León,De 16 a 19 años,2022T4,20,46
Mujeres,Castilla y León,De 16 a 19 años,2022T3,48,28
Mujeres,Castilla y León,De 16 a 19 años,2022T2,56,6
Mujeres,Castilla y León,De 16 a 19 años,2022T1,52,37
Mujeres,Castilla y León,De 16 a 19 años,2021T4,59,4
Mujeres,Castilla y León,De 16 a 19 años,2021T3,48,86
Mujeres,Castilla y León,De 16 a 19 años,2021T2,67,71
Mujeres,Castilla y León,De 16 a 19 años,2021T1,68,65
Mujeres,Castilla y León,De 16 a 19 años,2020T4,67,50
Mujeres,Castilla y León,De 16 a 19 años,2020T3,68,6
Mujeres,Castilla y León,De 16 a 19 años,2020T2,57,70
Mujeres,Castilla y León,De 16 a 19 años,2020T1,41,81
Mujeres,Castilla y León,De 16 a 19 años,2019T4,53,46
Mujeres,Castilla y León,De 16 a 19 años,2019T3,37,28
Mujeres,Castilla y León,De 16 a 19 años,2019T2,34,50
Mujeres,Castilla y León,De 16 a 19 años,2019T1,44,6
Mujeres,Castilla y León,De 16 a 19 años,2018T4,47,34
Mujeres,Castilla y León,De 16 a 19 años,2018T3,38,13
Mujeres,Castilla y León,De 16 a 19 años,2018T2,51,91
Mujeres,Castilla y León,De 16 a 19 años,2018T1,58,74
Mujeres,Castilla y León,De 16 a 19 años,2017T4,66,76
Mujeres,Castilla y León,De 16 a 19 años,2017T3,51,47
Mujeres,Castilla y León,De 16 a 19 años,2017T2,75,15
Mujeres,Castilla y León,De 16 a 19 años,2017T1,33,15
Mujeres,Castilla y León,De 16 a 19 años,2016T4,53,68
Mujeres,Castilla y León,De 16 a 19 años,2016T3,46,21
Mujeres,Castilla y León,De 16 a 19 años,2016T2,67,2
Mujeres,Castilla y León,De 16 a 19 años,2016T1,68,67
Mujeres,Castilla y León,De 16 a 19 años,2015T4,74,99
Mujeres,Castilla y León,De 16 a 19 años,2015T3,80,76
Mujeres,Castilla y León,De 16 a 19 años,2015T2,87,4
Mujeres,Castilla y León,De 16 a 19 años,2015T1,64,15
Mujeres,Castilla y León,De 16 a 19 años,2014T4,69,73
Mujeres,Castilla y León,De 16 a 19 años,2014T3,68,51
Mujeres,Castilla y León,De 16 a 19 años,2014T2,61,93
Mujeres,Castilla y León,De 16 a 19 años,2014T1,72,34
Mujeres,Castilla y León,De 16 a 19 años,2013T4,82,82
Mujeres,Castilla y León,De 16 a 19 años,2013T3,83,1
Mujeres,Castilla y León,De 16 a 19 años,2013T2,83,18
Mujeres,Castilla y León,De 16 a 19 años,2013T1,70,27
Mujeres,Castilla y León,De 16 a 19 años,2012T4,62,71
Mujeres,Castilla y León,De 16 a 19 años,2012T3,83,66
Mujeres,Castilla y León,De 16 a 19 años,2012T2,88,0
Mujeres,Castilla y León,De 16 a 19 años,2012T1,87,29
Mujeres,Castilla y León,De 16 a 19 años,2011T4,75,33
Mujeres,Castilla y León,De 16 a 19 años,2011T3,43,38
Mujeres,Castilla y León,De 16 a 19 años,2011T2,45,69
Mujeres,Castilla y León,De 16 a 19 años,2011T1,57,99
Mujeres,Castilla y León,De 16 a 19 años,2010T4,50,92
Mujeres,Castilla y León,De 16 a 19 años,2010T3,57,17
Mujeres,Castilla y León,De 16 a 19 años,2010T2,62,4
Mujeres,Castilla y León,De 16 a 19 años,2010T1,42,80
Mujeres,Castilla y León,De 16 a 19 años,2009T4,57,15
Mujeres,Castilla y León,De 16 a 19 años,2009T3,55,77
Mujeres,Castilla y León,De 16 a 19 años,2009T2,65,8
Mujeres,Castilla y León,De 16 a 19 años,2009T1,50,29
Mujeres,Castilla y León,De 16 a 19 años,2008T4,63,96
Mujeres,Castilla y León,De 16 a 19 años,2008T3,43,91
Mujeres,Castilla y León,De 16 a 19 años,2008T2,65,99
Mujeres,Castilla y León,De 16 a 19 años,2008T1,35,93
Mujeres,Castilla y León,De 16 a 19 años,2007T4,39,45
Mujeres,Castilla y León,De 16 a 19 años,2007T3,24,80
Mujeres,Castilla y León,De 16 a 19 años,2007T2,41,78
Mujeres,Castilla y León,De 16 a 19 años,2007T1,40,33
Mujeres,Castilla y León,De 16 a 19 años,2006T4,50,28
Mujeres,Castilla y León,De 16 a 19 años,2006T3,28,98
Mujeres,Castilla y León,De 16 a 19 años,2006T2,41,88
Mujeres,Castilla y León,De 16 a 19 años,2006T1,34,77
Mujeres,Castilla y León,De 16 a 19 años,2005T4,42,60
Mujeres,Castilla y León,De 16 a 19 años,2005T3,27,16
Mujeres,Castilla y León,De 16 a 19 años,2005T2,28,51
Mujeres,Castilla y León,De 16 a 19 años,2005T1,44,1
Mujeres,Castilla y León,De 16 a 19 años,2004T4,33,19
Mujeres,Castilla y León,De 16 a 19 años,2004T3,16,45
Mujeres,Castilla y León,De 16 a 19 años,2004T2,41,78
Mujeres,Castilla y León,De 16 a 19 años,2004T1,46,80
Mujeres,Castilla y León,De 16 a 19 años,2003T4,34,79
Mujeres,Castilla y León,De 16 a 19 años,2003T3,31,47
Mujeres,Castilla y León,De 16 a 19 años,2003T2,45,91
Mujeres,Castilla y León,De 16 a 19 años,2003T1,54,87
Mujeres,Castilla y León,De 16 a 19 años,2002T4,33,47
Mujeres,Castilla y León,De 16 a 19 años,2002T3,39,20
Mujeres,Castilla y León,De 16 a 19 años,2002T2,52,46
Mujeres,Castilla y León,De 16 a 19 años,2002T1,44,9
Mujeres,Castilla y León,De 20 a 24 años,2023T4,34,83
Mujeres,Castilla y León,De 20 a 24 años,2023T3,20,72
Mujeres,Castilla y León,De 20 a 24 años,2023T2,26,24
Mujeres,Castilla y León,De 20 a 24 años,2023T1,31,47
Mujeres,Castilla y León,De 20 a 24 años,2022T4,17,90
Mujeres,Castilla y León,De 20 a 24 años,2022T3,16,76
Mujeres,Castilla y León,De 20 a 24 años,2022T2,28,84
Mujeres,Castilla y León,De 20 a 24 años,2022T1,27,85
Mujeres,Castilla y León,De 20 a 24 años,2021T4,22,66
Mujeres,Castilla y León,De 20 a 24 años,2021T3,23,62
Mujeres,Castilla y León,De 20 a 24 años,2021T2,29,71
Mujeres,Castilla y León,De 20 a 24 años,2021T1,34,89
Mujeres,Castilla y León,De 20 a 24 años,2020T4,30,20
Mujeres,Castilla y León,De 20 a 24 años,2020T3,38,59
Mujeres,Castilla y León,De 20 a 24 años,2020T2,39,55
Mujeres,Castilla y León,De 20 a 24 años,2020T1,30,58
Mujeres,Castilla y León,De 20 a 24 años,2019T4,25,70
Mujeres,Castilla y León,De 20 a 24 años,2019T3,27,23
Mujeres,Castilla y León,De 20 a 24 años,2019T2,41,22
Mujeres,Castilla y León,De 20 a 24 años,2019T1,30,95
Mujeres,Castilla y León,De 20 a 24 años,2018T4,21,79
Mujeres,Castilla y León,De 20 a 24 años,2018T3,23,86
Mujeres,Castilla y León,De 20 a 24 años,2018T2,20,75
Mujeres,Castilla y León,De 20 a 24 años,2018T1,27,46
Mujeres,Castilla y León,De 20 a 24 años,2017T4,27,84
Mujeres,Castilla y León,De 20 a 24 años,2017T3,31,0
Mujeres,Castilla y León,De 20 a 24 años,2017T2,32,27
Mujeres,Castilla y León,De 20 a 24 años,2017T1,32,41
Mujeres,Castilla y León,De 20 a 24 años,2016T4,27,47
Mujeres,Castilla y León,De 20 a 24 años,2016T3,41,84
Mujeres,Castilla y León,De 20 a 24 años,2016T2,45,36
Mujeres,Castilla y León,De 20 a 24 años,2016T1,49,99
Mujeres,Castilla y León,De 20 a 24 años,2015T4,44,95
Mujeres,Castilla y León,De 20 a 24 años,2015T3,43,96
Mujeres,Castilla y León,De 20 a 24 años,2015T2,51,50
Mujeres,Castilla y León,De 20 a 24 años,2015T1,55,19
Mujeres,Castilla y León,De 20 a 24 años,2014T4,56,90
Mujeres,Castilla y León,De 20 a 24 años,2014T3,50,66
Mujeres,Castilla y León,De 20 a 24 años,2014T2,48,92
Mujeres,Castilla y León,De 20 a 24 años,2014T1,50,19
Mujeres,Castilla y León,De 20 a 24 años,2013T4,45,88
Mujeres,Castilla y León,De 20 a 24 años,2013T3,52,12
Mujeres,Castilla y León,De 20 a 24 años,2013T2,47,8
Mujeres,Castilla y León,De 20 a 24 años,2013T1,43,29
Mujeres,Castilla y León,De 20 a 24 años,2012T4,45,97
Mujeres,Castilla y León,De 20 a 24 años,2012T3,50,98
Mujeres,Castilla y León,De 20 a 24 años,2012T2,48,93
Mujeres,Castilla y León,De 20 a 24 años,2012T1,45,99
Mujeres,Castilla y León,De 20 a 24 años,2011T4,37,79
Mujeres,Castilla y León,De 20 a 24 años,2011T3,34,12
Mujeres,Castilla y León,De 20 a 24 años,2011T2,30,26
Mujeres,Castilla y León,De 20 a 24 años,2011T1,37,93
Mujeres,Castilla y León,De 20 a 24 años,2010T4,29,3
Mujeres,Castilla y León,De 20 a 24 años,2010T3,25,57
Mujeres,Castilla y León,De 20 a 24 años,2010T2,38,40
Mujeres,Castilla y León,De 20 a 24 años,2010T1,31,77
Mujeres,Castilla y León,De 20 a 24 años,2009T4,35,33
Mujeres,Castilla y León,De 20 a 24 años,2009T3,32,5
Mujeres,Castilla y León,De 20 a 24 años,2009T2,31,19
Mujeres,Castilla y León,De 20 a 24 años,2009T1,32,52
Mujeres,Castilla y León,De 20 a 24 años,2008T4,24,79
Mujeres,Castilla y León,De 20 a 24 años,2008T3,21,62
Mujeres,Castilla y León,De 20 a 24 años,2008T2,22,48
Mujeres,Castilla y León,De 20 a 24 años,2008T1,22,49
Mujeres,Castilla y León,De 20 a 24 años,2007T4,22,91
Mujeres,Castilla y León,De 20 a 24 años,2007T3,15,32
Mujeres,Castilla y León,De 20 a 24 años,2007T2,18,89
Mujeres,Castilla y León,De 20 a 24 años,2007T1,17,45
Mujeres,Castilla y León,De 20 a 24 años,2006T4,19,67
Mujeres,Castilla y León,De 20 a 24 años,2006T3,20,72
Mujeres,Castilla y León,De 20 a 24 años,2006T2,21,29
Mujeres,Castilla y León,De 20 a 24 años,2006T1,16,83
Mujeres,Castilla y León,De 20 a 24 años,2005T4,21,32
Mujeres,Castilla y León,De 20 a 24 años,2005T3,18,4
Mujeres,Castilla y León,De 20 a 24 años,2005T2,26,32
Mujeres,Castilla y León,De 20 a 24 años,2005T1,30,23
Mujeres,Castilla y León,De 20 a 24 años,2004T4,29,33
Mujeres,Castilla y León,De 20 a 24 años,2004T3,28,39
Mujeres,Castilla y León,De 20 a 24 años,2004T2,29,65
Mujeres,Castilla y León,De 20 a 24 años,2004T1,35,28
Mujeres,Castilla y León,De 20 a 24 años,2003T4,32,94
Mujeres,Castilla y León,De 20 a 24 años,2003T3,30,93
Mujeres,Castilla y León,De 20 a 24 años,2003T2,37,77
Mujeres,Castilla y León,De 20 a 24 años,2003T1,36,44
Mujeres,Castilla y León,De 20 a 24 años,2002T4,34,20
Mujeres,Castilla y León,De 20 a 24 años,2002T3,33,97
Mujeres,Castilla y León,De 20 a 24 años,2002T2,34,18
Mujeres,Castilla y León,De 20 a 24 años,2002T1,34,31
Mujeres,Castilla y León,De 25 a 54 años,2023T4,10,61
Mujeres,Castilla y León,De 25 a 54 años,2023T3,10,95
Mujeres,Castilla y León,De 25 a 54 años,2023T2,10,32
Mujeres,Castilla y León,De 25 a 54 años,2023T1,11,95
Mujeres,Castilla y León,De 25 a 54 años,2022T4,9,68
Mujeres,Castilla y León,De 25 a 54 años,2022T3,10,37
Mujeres,Castilla y León,De 25 a 54 años,2022T2,10,28
Mujeres,Castilla y León,De 25 a 54 años,2022T1,11,43
Mujeres,Castilla y León,De 25 a 54 años,2021T4,10,77
Mujeres,Castilla y León,De 25 a 54 años,2021T3,11,65
Mujeres,Castilla y León,De 25 a 54 años,2021T2,14,34
Mujeres,Castilla y León,De 25 a 54 años,2021T1,14,5
Mujeres,Castilla y León,De 25 a 54 años,2020T4,13,20
Mujeres,Castilla y León,De 25 a 54 años,2020T3,13,20
Mujeres,Castilla y León,De 25 a 54 años,2020T2,12,51
Mujeres,Castilla y León,De 25 a 54 años,2020T1,11,93
Mujeres,Castilla y León,De 25 a 54 años,2019T4,12,44
Mujeres,Castilla y León,De 25 a 54 años,2019T3,12,16
Mujeres,Castilla y León,De 25 a 54 años,2019T2,12,64
Mujeres,Castilla y León,De 25 a 54 años,2019T1,13,69
Mujeres,Castilla y León,De 25 a 54 años,2018T4,12,55
Mujeres,Castilla y León,De 25 a 54 años,2018T3,12,76
Mujeres,Castilla y León,De 25 a 54 años,2018T2,14,7
Mujeres,Castilla y León,De 25 a 54 años,2018T1,16,31
Mujeres,Castilla y León,De 25 a 54 años,2017T4,16,57
Mujeres,Castilla y León,De 25 a 54 años,2017T3,15,65
Mujeres,Castilla y León,De 25 a 54 años,2017T2,16,34
Mujeres,Castilla y León,De 25 a 54 años,2017T1,16,89
Mujeres,Castilla y León,De 25 a 54 años,2016T4,16,63
Mujeres,Castilla y León,De 25 a 54 años,2016T3,15,79
Mujeres,Castilla y León,De 25 a 54 años,2016T2,17,10
Mujeres,Castilla y León,De 25 a 54 años,2016T1,19,65
Mujeres,Castilla y León,De 25 a 54 años,2015T4,20,47
Mujeres,Castilla y León,De 25 a 54 años,2015T3,17,94
Mujeres,Castilla y León,De 25 a 54 años,2015T2,20,77
Mujeres,Castilla y León,De 25 a 54 años,2015T1,22,24
Mujeres,Castilla y León,De 25 a 54 años,2014T4,21,45
Mujeres,Castilla y León,De 25 a 54 años,2014T3,20,77
Mujeres,Castilla y León,De 25 a 54 años,2014T2,21,71
Mujeres,Castilla y León,De 25 a 54 años,2014T1,22,58
Mujeres,Castilla y León,De 25 a 54 años,2013T4,23,50
Mujeres,Castilla y León,De 25 a 54 años,2013T3,22,46
Mujeres,Castilla y León,De 25 a 54 años,2013T2,22,89
Mujeres,Castilla y León,De 25 a 54 años,2013T1,23,57
Mujeres,Castilla y León,De 25 a 54 años,2012T4,22,16
Mujeres,Castilla y León,De 25 a 54 años,2012T3,20,50
Mujeres,Castilla y León,De 25 a 54 años,2012T2,20,91
Mujeres,Castilla y León,De 25 a 54 años,2012T1,20,10
Mujeres,Castilla y León,De 25 a 54 años,2011T4,18,30
Mujeres,Castilla y León,De 25 a 54 años,2011T3,16,78
Mujeres,Castilla y León,De 25 a 54 años,2011T2,17,50
Mujeres,Castilla y León,De 25 a 54 años,2011T1,18,39
Mujeres,Castilla y León,De 25 a 54 años,2010T4,17,13
Mujeres,Castilla y León,De 25 a 54 años,2010T3,17,1
Mujeres,Castilla y León,De 25 a 54 años,2010T2,18,37
Mujeres,Castilla y León,De 25 a 54 años,2010T1,16,60
Mujeres,Castilla y León,De 25 a 54 años,2009T4,15,23
Mujeres,Castilla y León,De 25 a 54 años,2009T3,14,78
Mujeres,Castilla y León,De 25 a 54 años,2009T2,15,19
Mujeres,Castilla y León,De 25 a 54 años,2009T1,15,49
Mujeres,Castilla y León,De 25 a 54 años,2008T4,13,38
Mujeres,Castilla y León,De 25 a 54 años,2008T3,11,38
Mujeres,Castilla y León,De 25 a 54 años,2008T2,12,66
Mujeres,Castilla y León,De 25 a 54 años,2008T1,11,79
Mujeres,Castilla y León,De 25 a 54 años,2007T4,9,14
Mujeres,Castilla y León,De 25 a 54 años,2007T3,9,7
Mujeres,Castilla y León,De 25 a 54 años,2007T2,10,31
Mujeres,Castilla y León,De 25 a 54 años,2007T1,10,17
Mujeres,Castilla y León,De 25 a 54 años,2006T4,10,59
Mujeres,Castilla y León,De 25 a 54 años,2006T3,10,25
Mujeres,Castilla y León,De 25 a 54 años,2006T2,11,79
Mujeres,Castilla y León,De 25 a 54 años,2006T1,13,76
Mujeres,Castilla y León,De 25 a 54 años,2005T4,11,60
Mujeres,Castilla y León,De 25 a 54 años,2005T3,11,12
Mujeres,Castilla y León,De 25 a 54 años,2005T2,12,36
Mujeres,Castilla y León,De 25 a 54 años,2005T1,14,43
Mujeres,Castilla y León,De 25 a 54 años,2004T4,15,58
Mujeres,Castilla y León,De 25 a 54 años,2004T3,14,9
Mujeres,Castilla y León,De 25 a 54 años,2004T2,16,28
Mujeres,Castilla y León,De 25 a 54 años,2004T1,16,84
